"año";"NCODI";"pacienteTot_med";"sesionTot_med";"pacienteTot_psiquia";"sesionTot_psiquia";"pacienteTot_geria";"sesionTot_geria"
2012;660,00;1355;5421;0;0;0;0
2012;75,00;0;0;74;5699;0;0
2012;249,00;0;0;0;0;0;0
2012;275,00;0;0;0;0;0;0
2012;227,00;0;0;0;0;0;0
2012;150,00;0;0;0;0;0;0
2012;47,00;0;0;0;0;0;0
2012;172,00;25;110;0;0;0;0
2012;581,00;54;4065;0;0;0;0
2012;120,00;0;0;0;0;0;0
2012;445,00;0;0;0;0;0;0
2012;471,00;0;0;0;0;0;0
2012;53,00;0;0;0;0;0;0
2012;199,00;0;0;0;0;0;0
2012;575,00;237;2366;0;0;0;0
2012;528,00;92;922;0;0;0;0
2012;631,00;769;4350;0;0;0;0
2012;699,00;40484;49972;0;0;0;0
2012;823,00;0;0;0;0;0;0
2012;849,00;0;0;0;0;0;0
2012;869,00;0;0;0;0;0;0
2012;955,00;0;0;0;0;0;0
2012;983,00;0;0;0;0;0;0
2012;1002,00;0;0;0;0;0;0
2012;1015,00;3237;12950;0;0;0;0
2012;51,00;0;0;33;4347;0;0
2012;441,00;0;0;0;0;0;0
2012;327,00;0;0;0;0;56;8007
2012;690,00;1305;6740;0;0;0;0
2012;262,00;72;437;0;0;0;0
2012;403,00;0;0;0;0;0;0
2012;312,00;0;0;17;3856;0;0
2012;589,00;35;348;0;0;0;0
2012;665,00;1390;5559;0;0;0;0
2012;334,00;0;0;0;0;0;0
2012;1075,00;2897;29924;476;32621;0;0
2012;751,00;3268;14713;28;5230;0;0
2012;186,00;0;0;0;0;0;0
2012;646,00;760;1322;0;0;0;0
2012;536,00;0;0;0;0;0;0
2012;242,00;0;0;0;0;0;0
2012;490,00;0;0;0;0;49;1688
2012;500,00;183;1330;0;0;0;0
2012;206,00;0;0;0;0;0;0
2012;58,00;0;0;0;0;0;0
2012;572,00;3371;13484;34;701;0;0
2012;180,00;0;0;0;0;0;0
2012;549,00;27;342;0;0;0;0
2012;582,00;127;1060;0;0;0;0
2012;743,00;2959;12724;0;0;0;0
2012;795,00;0;0;0;0;0;0
2012;269,00;0;0;0;0;0;0
2012;634,00;471;1886;0;0;0;0
2012;1,00;0;0;0;0;0;0
2012;717,00;248;2971;33;5941;0;0
2012;373,00;0;0;0;0;0;0
2012;535,00;332;1469;23;10997;0;0
2012;824,00;12072;48290;45;1853;0;0
2012;888,00;0;0;0;0;0;0
2012;902,00;0;0;0;0;0;0
2012;968,00;0;0;0;0;0;0
2012;346,00;0;0;0;0;0;0
2012;27,00;0;0;0;0;0;0
2012;165,00;112;198;0;0;0;0
2012;956,00;1378;7446;57;2006;0;0
2012;413,00;0;0;0;0;0;0
2012;149,00;0;0;0;0;0;0
2012;612,00;0;0;0;0;0;0
2012;559,00;0;0;0;0;0;0
2012;7,00;0;0;0;0;0;0
2012;283,00;0;0;0;0;0;0
2012;37,00;0;0;0;0;0;0
2012;153,00;0;0;0;0;0;0
2012;547,00;701;8089;0;0;0;0
2012;397,00;0;0;0;0;630;15206
2012;556,00;148;5941;0;0;0;0
2012;42,00;0;0;0;0;0;0
2012;31,00;0;0;0;0;222;4597
2012;740,00;1452;7581;80;2444;0;0
2012;217,00;0;0;0;0;0;0
2012;863,00;0;0;0;0;0;0
2012;889,00;15148;29571;0;0;0;0
2012;984,00;0;0;0;0;0;0
2012;34,00;0;0;0;0;0;0
2012;791,00;0;0;0;0;0;0
2012;181,00;0;0;0;0;0;0
2012;430,00;0;0;0;0;0;0
2012;715,00;462;1499;0;0;0;0
2012;521,00;0;0;0;0;0;0
2012;524,00;218;1241;0;0;0;0
2012;432,00;0;0;0;0;0;0
2012;19,00;0;0;0;0;0;0
2012;25,00;0;0;0;0;0;0
2012;26,00;0;0;0;0;0;0
2012;890,00;301;3854;63;4728;0;0
2012;904,00;26;27;0;0;0;0
2012;957,00;3402;39676;89;8051;0;0
2012;939,00;3292;23771;470;1180;0;0
2012;236,00;944;3778;0;0;0;0
2012;735,00;1151;11206;308;3327;0;0
2012;146,00;0;0;0;0;0;0
2012;363,00;0;0;0;0;0;0
2012;187,00;0;0;0;0;0;0
2012;265,00;0;0;0;0;0;0
2012;295,00;0;0;0;0;0;0
2012;496,00;0;0;0;0;0;0
2012;77,00;0;0;0;0;0;0
2012;391,00;0;0;0;0;0;0
2012;240,00;0;0;0;0;0;0
2012;448,00;0;0;0;0;0;0
2012;151,00;0;0;0;0;0;0
2012;425,00;0;0;0;0;0;0
2012;300,00;0;0;0;0;0;0
2012;339,00;0;0;0;0;0;0
2012;826,00;0;0;0;0;0;0
2012;874,00;597;5228;0;0;0;0
2012;905,00;2415;16662;0;0;0;0
2012;736,00;8492;29646;207;4290;0;0
2012;459,00;0;0;0;0;0;0
2012;320,00;0;0;0;0;22;3523
2012;45,00;0;0;208;29352;84;11081
2012;292,00;0;0;180;2580;0;0
2012;618,00;1566;4073;0;0;0;0
2012;463,00;3667;13747;121;2399;0;0
2012;891,00;0;0;0;0;0;0
2012;958,00;1765;7060;0;0;68;1570
2012;244,00;0;0;0;0;0;0
2012;28,00;0;0;0;0;0;0
2012;444,00;69;69;0;0;0;0
2012;479,00;0;0;0;0;0;0
2012;285,00;543;841;0;0;0;0
2012;253,00;0;0;0;0;0;0
2012;481,00;0;0;0;0;0;0
2012;540,00;0;0;0;0;0;0
2012;332,00;0;0;0;0;0;0
2012;41,00;0;0;0;0;0;0
2012;510,00;9;34;0;0;0;0
2012;305,00;28;32;0;0;0;0
2012;708,00;2394;3196;0;0;0;0
2012;755,00;26613;49847;112;3258;0;0
2012;750,00;13157;65314;57;2008;0;0
2012;696,00;5430;19074;0;0;0;0
2012;434,00;987;1138;0;0;0;0
2012;421,00;0;0;0;0;0;0
2012;827,00;0;0;0;0;0;0
2012;933,00;4423;5311;0;0;0;0
2012;1030,00;111;560;0;0;0;0
2012;1003,00;943;1020;0;0;0;0
2012;1050,00;373;417;0;0;0;0
2012;1043,00;0;0;0;0;0;0
2012;934,00;777;4365;0;0;0;0
2012;629,00;2801;15201;10;517;0;0
2012;21,00;0;0;0;0;185;11999
2012;615,00;0;0;0;0;0;0
2012;626,00;0;0;0;0;0;0
2012;417,00;403;1611;0;0;0;0
2012;597,00;0;0;0;0;21;2312
2012;539,00;1308;9677;0;0;99;2310
2012;343,00;0;0;0;0;0;0
2012;135,00;0;0;0;0;0;0
2012;158,00;0;0;172;8671;56;4735
2012;775,00;2450;12115;0;0;0;0
2012;177,00;0;0;0;0;218;8381
2012;578,00;0;0;0;0;0;0
2012;416,00;0;0;0;0;24;3894
2012;561,00;2522;4829;0;0;112;7942
2012;828,00;0;0;0;0;39;5291
2012;860,00;0;0;0;0;0;0
2012;935,00;0;0;0;0;72;4931
2012;936,00;0;0;0;0;0;0
2012;986,00;0;0;40;6295;0;0
